time,plv,part,pven,qao,qper,qmv,vlv,vart,vven,accuracy,est,phase,cycle,cpu
7476.0,1.7958,10.6802,1.8700,0.0000,73.4693,15.0643,111.043,767.006,4121.971,20.,1,1,10,42.74
7478.0,1.7982,10.6744,1.8701,0.0000,73.3938,14.6041,111.086,766.859,4122.069,14.,2,1,10,42.74
7480.0,1.8000,10.6685,1.8703,0.0000,73.3687,14.2031,111.119,766.712,4122.173,5.,1,1,10,42.74
7482.0,1.8016,10.6626,1.8705,0.0000,73.3183,13.9017,111.147,766.566,4122.288,-0.,1,1,10,42.74
7484.0,1.8033,10.6568,1.8707,0.0000,73.2679,13.6123,111.179,766.419,4122.407,5.,1,1,10,42.75
7486.0,1.8053,10.6509,1.8709,0.0000,73.2174,13.2757,111.215,766.273,4122.522,10.,1,1,10,42.75
7488.0,1.8075,10.6451,1.8711,0.0000,73.1669,12.8948,111.255,766.126,4122.633,14.,1,1,10,42.75
7490.0,1.8095,10.6392,1.8712,0.0000,73.1166,12.5174,111.290,765.980,4122.740,10.,1,1,10,42.75
7492.0,1.8112,10.6334,1.8714,0.0000,73.0664,12.1770,111.323,765.834,4122.852,8.,1,1,10,42.75
7494.0,1.8130,10.6275,1.8716,0.0000,73.0161,11.8653,111.353,765.688,4122.966,7.,1,1,10,42.75
7496.0,1.8148,10.6217,1.8718,0.0000,72.9659,11.5471,111.387,765.542,4123.082,11.,1,1,10,42.75
7498.0,1.8168,10.6158,1.8720,0.0000,72.9156,11.2026,111.422,765.396,4123.194,13.,1,1,10,42.75
7500.0,1.8188,10.6100,1.8722,0.0000,72.8654,10.8408,111.459,765.250,4123.306,15.,1,1,10,42.75
7502.0,1.8328,10.6042,1.8724,0.0000,72.7903,9.2957,111.480,765.105,4123.418,2.,3,1,10,42.77
7504.0,1.8841,10.5984,1.8726,0.0000,72.7400,2.8031,111.488,764.959,4123.555,3.,3,1,10,42.77
7506.0,1.9817,10.5926,1.8728,0.0000,72.6896,0.0000,111.491,764.814,4123.698,3.,3,1,10,42.79
7508.0,2.1267,10.5867,1.8731,0.0000,72.6392,0.0000,111.495,764.669,4123.840,4.,3,2,10,42.80
7510.0,2.3163,10.5809,1.8733,0.0000,72.5888,0.0000,111.495,764.523,4123.981,4.,3,2,10,42.82
7512.0,2.5487,10.5751,1.8735,0.0000,72.5385,0.0000,111.495,764.378,4124.127,4.,3,2,10,42.83
7514.0,2.8214,10.5693,1.8738,0.0000,72.4881,0.0000,111.495,764.233,4124.272,3.,3,2,10,42.85
7516.0,3.1302,10.5635,1.8740,0.0000,72.4378,0.0000,111.474,764.089,4124.417,-17.,2,2,10,42.86
7518.0,3.4820,10.5578,1.8743,0.0000,72.3873,0.0000,111.494,763.944,4124.582,3.,3,2,10,42.87
7520.0,3.8668,10.5520,1.8745,0.0000,72.3371,0.0000,111.492,763.799,4124.707,1.,2,2,10,42.89
7522.0,4.2851,10.5462,1.8748,0.0000,72.2870,0.0000,111.494,763.655,4124.853,3.,3,2,10,42.90
7524.0,4.7359,10.5404,1.8750,0.0000,72.2368,0.0000,111.488,763.510,4124.996,-3.,2,2,10,42.92
7526.0,5.2161,10.5346,1.8752,0.0000,72.1866,0.0000,111.480,763.366,4125.146,-11.,2,2,10,42.93
7528.0,5.7254,10.5289,1.8755,0.0000,72.1364,0.0000,111.472,763.221,4125.299,-19.,2,2,10,42.95
7530.0,6.2637,10.5231,1.8758,0.0000,72.0862,0.0000,111.472,763.077,4125.450,-19.,2,2,10,42.96
7532.0,6.8273,10.5173,1.8760,0.0000,72.0361,0.0000,111.474,762.933,4125.595,-17.,2,2,10,42.97
7534.0,7.4107,10.5116,1.8762,0.0000,71.9861,0.0000,111.473,762.789,4125.736,-18.,2,2,10,42.99
7536.0,8.0210,10.5058,1.8765,0.0000,71.9362,0.0000,111.491,762.645,4125.881,-0.,3,2,10,43.00
7538.0,8.6431,10.5001,1.8767,0.0000,71.8864,0.0000,111.498,762.502,4126.008,7.,2,2,10,43.02
7540.0,9.2677,10.4943,1.8769,0.0000,71.8366,0.0000,111.487,762.358,4126.144,-4.,2,2,10,43.03
7542.0,9.9079,10.4886,1.8772,0.0000,71.7867,0.0000,111.483,762.214,4126.298,-8.,2,2,10,43.04
7544.0,10.5699,10.4828,1.8774,0.0000,71.7617,0.0000,111.497,762.071,4126.447,6.,1,2,10,43.06
7546.0,11.1654,10.4802,1.8776,38.6073,71.7004,0.0000,111.416,762.005,4126.576,-3.,3,3,10,43.06
7548.0,11.6988,10.4821,1.8779,95.1089,71.6941,0.0000,111.232,762.051,4126.723,6.,2,3,10,43.07
7550.0,12.1669,10.4879,1.8781,144.7718,71.7262,0.0000,110.943,762.198,4126.860,0.,2,3,10,43.08
7552.0,12.5979,10.4973,1.8783,189.4484,71.7483,0.0000,110.580,762.433,4127.003,16.,1,3,10,43.09
7554.0,12.9753,10.5098,1.8786,228.2876,71.8773,0.0000,110.129,762.746,4127.131,6.,2,3,10,43.09
7556.0,13.3019,10.5251,1.8788,262.8776,71.9273,0.0000,109.586,763.128,4127.270,-17.,1,3,10,43.09
7558.0,13.6118,10.5428,1.8791,293.1763,72.0527,0.0000,108.992,763.570,4127.431,-8.,1,3,10,43.11
7560.0,13.9097,10.5627,1.8793,320.7933,72.2805,0.0000,108.356,764.067,4127.583,6.,2,3,10,43.11
7562.0,14.1928,10.5848,1.8795,348.8566,72.3614,0.0000,107.675,764.620,4127.722,16.,1,3,10,43.11
7564.0,14.4409,10.6087,1.8798,371.9949,72.6435,0.0000,106.937,765.219,4127.851,6.,2,3,10,43.11
7566.0,14.6569,10.6344,1.8800,394.0125,72.7416,0.0000,106.140,765.861,4127.990,-9.,1,3,10,43.13
7568.0,14.8664,10.6616,1.8802,412.7182,72.9539,0.0000,105.312,766.541,4128.145,-2.,1,3,10,43.13
7570.0,15.0712,10.6901,1.8805,429.2836,73.2967,0.0000,104.460,767.253,4128.294,6.,2,3,10,43.13
7572.0,15.2653,10.7201,1.8807,447.8173,73.4135,0.0000,103.577,768.001,4128.435,13.,1,3,10,43.13
7574.0,15.4488,10.7513,1.8809,463.7014,73.6611,0.0000,102.669,768.782,4128.569,19.,1,3,10,43.14
7576.0,15.6041,10.7834,1.8812,475.9001,74.0533,0.0000,101.725,769.585,4128.698,8.,2,3,10,43.14
7578.0,15.7315,10.8165,1.8814,488.4418,74.1854,0.0000,100.742,770.414,4128.838,-6.,1,3,10,43.15
7580.0,15.8518,10.8504,1.8817,497.5102,74.4596,0.0000,99.739,771.260,4128.993,-8.,1,3,10,43.15
7582.0,15.9847,10.8850,1.8819,506.7824,74.7395,0.0000,98.733,772.124,4129.151,8.,1,3,10,43.15
7584.0,16.1080,10.9201,1.8822,514.3688,75.1718,0.0000,97.713,773.002,4129.293,9.,2,3,10,43.16
7586.0,16.2015,10.9559,1.8824,523.4641,75.3161,0.0000,96.664,773.899,4129.435,-2.,1,3,10,43.16
7588.0,16.2723,10.9921,1.8826,528.0925,75.6129,0.0000,95.591,774.804,4129.588,-17.,1,3,10,43.17
7590.0,16.3451,11.0286,1.8829,531.6536,75.9125,0.0000,94.512,775.715,4129.757,-16.,1,3,10,43.17
7592.0,16.4357,11.0654,1.8832,536.1789,76.2139,0.0000,93.441,776.635,4129.926,2.,1,3,10,43.17
7594.0,16.5221,11.1024,1.8835,539.4872,76.6724,0.0000,92.368,777.561,4130.077,6.,2,3,10,43.18
7596.0,16.5830,11.1399,1.8837,545.0134,76.8247,0.0000,91.279,778.497,4130.225,1.,1,3,10,43.18
7598.0,16.6226,11.1774,1.8840,546.2952,77.1348,0.0000,90.176,779.435,4130.378,-11.,1,3,10,43.18
7600.0,16.6629,11.2149,1.8842,546.5350,77.4454,0.0000,89.073,780.373,4130.544,-10.,1,3,10,43.19
7602.0,16.7192,11.2525,1.8845,547.6113,77.7558,0.0000,87.984,781.313,4130.709,6.,1,3,10,43.19
7604.0,16.7691,11.2901,1.8848,547.2752,78.2231,0.0000,86.896,782.251,4130.859,7.,2,3,10,43.20
7606.0,16.7921,11.3277,1.8850,549.0532,78.3774,0.0000,85.800,783.193,4131.009,1.,1,3,10,43.20
7608.0,16.7939,11.3651,1.8853,546.5264,78.6891,0.0000,84.694,784.128,4131.165,-13.,1,3,10,43.20
7610.0,16.7973,11.4023,1.8856,543.0447,78.9988,0.0000,83.594,785.056,4131.336,-14.,1,3,10,43.20
7612.0,16.8174,11.4392,1.8858,540.5093,79.3058,0.0000,82.511,785.979,4131.508,-2.,1,3,10,43.22
7614.0,16.8493,11.4759,1.8861,539.4189,79.6109,0.0000,81.448,786.898,4131.669,16.,1,3,10,43.22
7616.0,16.8586,11.5124,1.8864,535.9625,80.0671,0.0000,80.383,787.810,4131.814,7.,2,3,10,43.22
7618.0,16.8312,11.5487,1.8866,533.2489,80.2171,0.0000,79.307,788.716,4131.967,-9.,1,3,10,43.22
7620.0,16.8080,11.5842,1.8869,525.3159,80.6643,0.0000,78.240,789.606,4132.138,-16.,2,3,10,43.24
7622.0,16.8244,11.6196,1.8872,523.1967,80.8111,0.0000,77.213,790.490,4132.316,19.,1,3,10,43.24
7624.0,16.8012,11.6545,1.8874,517.5653,81.2485,0.0000,76.176,791.363,4132.459,-2.,3,3,10,43.24
7626.0,16.7816,11.6890,1.8877,511.9778,81.5337,0.0000,75.153,792.224,4132.624,2.,2,3,10,43.24
7628.0,16.7376,11.7228,1.8880,505.3450,81.8192,0.0000,74.132,793.071,4132.787,-10.,2,3,10,43.26
7630.0,16.7132,11.7562,1.8883,498.5974,82.0942,0.0000,73.135,793.904,4132.961,0.,2,3,10,43.26
7632.0,16.6654,11.7889,1.8885,491.6523,82.3696,0.0000,72.142,794.723,4133.126,-10.,2,3,10,43.26
7634.0,16.6385,11.8211,1.8888,484.7072,82.6350,0.0000,71.174,795.527,4133.301,2.,2,3,10,43.27
7636.0,16.5820,11.8526,1.8891,477.3186,82.9010,0.0000,70.209,796.316,4133.465,-11.,2,3,10,43.28
7638.0,16.5474,11.8835,1.8894,469.6763,83.1559,0.0000,69.271,797.089,4133.642,1.,2,3,10,43.28
7640.0,16.4845,11.9138,1.8897,461.7035,83.4116,0.0000,68.337,797.845,4133.807,-11.,2,3,10,43.29
7642.0,16.4441,11.9434,1.8900,453.5824,83.6554,0.0000,67.432,798.585,4133.985,2.,2,3,10,43.29
7644.0,16.3724,11.9723,1.8903,445.0109,83.9000,0.0000,66.530,799.307,4134.151,-12.,2,3,10,43.30
7646.0,16.3302,12.0005,1.8906,436.5031,84.1319,0.0000,65.662,800.012,4134.331,4.,2,3,10,43.31
7648.0,16.2491,12.0279,1.8908,427.5117,84.3652,0.0000,64.793,800.698,4134.495,-13.,2,3,10,43.31
7650.0,16.2049,12.0547,1.8911,418.5931,84.5842,0.0000,63.963,801.366,4134.678,7.,2,3,10,43.33
7652.0,16.1126,12.0806,1.8914,409.0777,84.8060,0.0000,63.129,802.015,4134.840,-16.,2,3,10,43.33
7654.0,16.0695,12.1058,1.8917,399.8126,85.0112,0.0000,62.340,802.644,4135.026,11.,2,3,10,43.34
7656.0,15.9947,12.1303,1.8920,391.4097,85.2176,0.0000,61.558,803.257,4135.186,1.,3,3,10,43.34
7658.0,15.9284,12.1540,1.8923,381.9607,85.4151,0.0000,60.802,803.850,4135.356,7.,2,3,10,43.35
7660.0,15.8252,12.1768,1.8925,371.1160,85.6106,0.0000,60.046,804.421,4135.519,-13.,2,3,10,43.36
7662.0,15.7649,12.1988,1.8928,360.7416,85.7914,0.0000,59.334,804.971,4135.704,9.,2,3,10,43.38
7664.0,15.6518,12.2199,1.8931,349.8600,85.9731,0.0000,58.615,805.499,4135.867,-19.,2,3,10,43.39
7666.0,15.5754,12.2401,1.8934,338.3481,86.1402,0.0000,57.936,806.003,4136.059,-3.,3,3,10,43.42
7668.0,15.4715,12.2594,1.8937,327.3323,86.3044,0.0000,57.263,806.485,4136.234,-18.,2,3,10,43.43
7670.0,15.4178,12.2779,1.8940,317.6265,86.4542,0.0000,56.642,806.947,4136.425,15.,2,3,10,43.46
7672.0,15.3311,12.2957,1.8943,308.7737,86.6045,0.0000,56.028,807.392,4136.583,3.,3,3,10,43.50
7674.0,15.2511,12.3126,1.8946,298.7131,86.7458,0.0000,55.440,807.816,4136.754,9.,2,3,10,43.51
7676.0,15.1353,12.3287,1.8949,287.2280,86.8846,0.0000,54.852,808.216,4136.919,-13.,2,3,10,43.55
7678.0,15.0589,12.3438,1.8952,276.1040,87.0085,0.0000,54.310,808.595,4137.106,10.,2,3,10,43.58
7680.0,14.9378,12.3580,1.8954,264.7159,87.1324,0.0000,53.762,808.950,4137.270,-18.,2,3,10,43.62
7682.0,14.8757,12.3713,1.8958,254.2394,87.2394,0.0000,53.273,809.284,4137.462,19.,2,3,10,43.63
7684.0,14.7763,12.3839,1.8960,244.8409,87.3472,0.0000,52.787,809.599,4137.618,4.,3,3,10,43.66
7686.0,14.6911,12.3957,1.8963,234.4138,87.4448,0.0000,52.331,809.893,4137.789,13.,2,3,10,43.67
7688.0,14.5641,12.4065,1.8966,222.6204,87.5411,0.0000,51.871,810.163,4137.952,-14.,2,3,10,43.69
7690.0,14.4874,12.4164,1.8969,211.4507,87.6206,0.0000,51.462,810.410,4138.141,13.,2,3,10,43.70
7692.0,14.3847,12.4255,1.8972,201.5111,87.6989,0.0000,51.061,810.638,4138.303,2.,3,3,10,43.73
7694.0,14.2951,12.4338,1.8975,191.0467,87.7676,0.0000,50.689,810.845,4138.477,11.,2,3,10,43.74
7696.0,14.1715,12.4411,1.8977,179.5633,87.8339,0.0000,50.318,811.028,4138.642,-12.,2,3,10,43.75
7698.0,14.0900,12.4476,1.8980,168.6589,87.8854,0.0000,49.992,811.190,4138.829,11.,2,3,10,43.76
7700.0,13.9611,12.4531,1.8983,157.4880,87.9374,0.0000,49.659,811.329,4138.994,-18.,2,3,10,43.76
7702.0,13.8687,12.4578,1.8986,145.9355,87.9754,0.0000,49.366,811.445,4139.188,-1.,3,3,10,43.78
7704.0,13.7504,12.4615,1.8989,134.9578,88.0097,0.0000,49.078,811.539,4139.365,-18.,2,3,10,43.78
7706.0,13.6820,12.4645,1.8993,125.3443,88.0304,0.0000,48.842,811.613,4139.559,15.,2,3,10,43.78
7708.0,13.5789,12.4668,1.8995,116.4808,88.0517,0.0000,48.609,811.670,4139.721,-0.,3,3,10,43.78
7710.0,13.4936,12.4683,1.8998,106.8921,88.0635,0.0000,48.406,811.708,4139.897,11.,2,3,10,43.78
7712.0,13.3698,12.4690,1.9001,96.2785,88.0743,0.0000,48.201,811.724,4140.063,-13.,2,3,10,43.79
7714.0,13.2939,12.4688,1.9004,86.3201,88.0697,0.0000,48.040,811.721,4140.252,12.,2,3,10,43.79
7716.0,13.1893,12.4680,1.9007,77.3257,88.0649,0.0000,47.886,811.699,4140.415,1.,3,3,10,43.79
7718.0,13.1006,12.4663,1.9010,67.8062,88.0505,0.0000,47.759,811.659,4140.591,8.,2,3,10,43.79
7720.0,12.9792,12.4639,1.9013,57.4600,88.0350,0.0000,47.632,811.597,4140.758,-13.,2,3,10,43.80
7722.0,12.8987,12.4607,1.9016,47.6918,88.0053,0.0000,47.545,811.517,4140.947,9.,2,3,10,43.80
7724.0,12.7764,12.4567,1.9019,37.8644,87.9769,0.0000,47.454,811.417,4141.114,-16.,2,3,10,43.80
7726.0,12.6856,12.4518,1.9022,27.6712,87.9357,0.0000,47.398,811.296,4141.306,-0.,3,3,10,43.80
7728.0,12.5795,12.4463,1.9025,18.3265,87.8914,0.0000,47.350,811.157,4141.482,-11.,2,3,10,43.80
7730.0,12.5051,12.4400,1.9028,9.9360,87.8360,0.0000,47.343,811.001,4141.669,13.,2,3,10,43.81
7732.0,12.3905,12.4331,1.9031,1.0989,87.7823,0.0000,47.327,810.828,4141.831,-13.,2,3,10,43.81
7734.0,12.2886,12.4261,1.9034,0.0000,87.7199,0.0000,47.331,810.652,4142.020,3.,2,3,10,43.81
7736.0,12.1528,12.4191,1.9037,0.0000,87.6590,0.0000,47.327,810.477,4142.192,-4.,2,4,10,43.81
7738.0,12.0276,12.4121,1.9040,0.0000,87.5981,0.0000,47.331,810.302,4142.371,0.,2,4,10,43.82
7740.0,11.8646,12.4051,1.9042,0.0000,87.5373,0.0000,47.326,810.127,4142.542,-5.,2,4,10,43.82
7742.0,11.7248,12.3981,1.9045,0.0000,87.4765,0.0000,47.337,809.952,4142.722,6.,2,4,10,43.82
7744.0,11.5386,12.3911,1.9048,0.0000,87.4158,0.0000,47.322,809.777,4142.886,-8.,2,4,10,43.82
7746.0,11.4034,12.3841,1.9051,0.0000,87.3551,0.0000,47.348,809.602,4143.075,18.,2,4,10,43.84
7748.0,11.2030,12.3771,1.9054,0.0000,87.2946,0.0000,47.328,809.428,4143.224,-3.,3,4,10,43.84
7750.0,11.0358,12.3701,1.9057,0.0000,87.2340,0.0000,47.337,809.253,4143.419,6.,2,4,10,43.84
7752.0,10.8406,12.3632,1.9060,0.0000,87.1734,0.0000,47.328,809.079,4143.584,-2.,2,4,10,43.84
7754.0,10.6696,12.3562,1.9063,0.0000,87.1129,0.0000,47.335,808.905,4143.767,4.,2,4,10,43.85
7756.0,10.4680,12.3492,1.9066,0.0000,87.0524,0.0000,47.327,808.731,4143.934,-3.,2,4,10,43.85
7758.0,10.2932,12.3423,1.9069,0.0000,86.9919,0.0000,47.337,808.557,4144.116,6.,2,4,10,43.85
7760.0,10.0789,12.3353,1.9071,0.0000,86.9316,0.0000,47.319,808.383,4144.281,-12.,2,4,10,43.85
7762.0,9.9132,12.3284,1.9075,0.0000,86.8712,0.0000,47.346,808.209,4144.472,15.,2,4,10,43.85
7764.0,9.6972,12.3214,1.9077,0.0000,86.8109,0.0000,47.330,808.035,4144.618,-1.,3,4,10,43.87
7766.0,9.5019,12.3145,1.9080,0.0000,86.7507,0.0000,47.333,807.862,4144.809,2.,2,4,10,43.87
7768.0,9.2959,12.3075,1.9083,0.0000,86.6904,0.0000,47.331,807.688,4144.979,0.,2,4,10,43.87
7770.0,9.0988,12.3006,1.9086,0.0000,86.6302,0.0000,47.332,807.515,4145.154,1.,2,4,10,43.88
7772.0,8.8885,12.2937,1.9089,0.0000,86.5701,0.0000,47.329,807.342,4145.326,-2.,2,4,10,43.88
7774.0,8.6898,12.2868,1.9092,0.0000,86.5100,0.0000,47.333,807.169,4145.502,2.,2,4,10,43.88
7776.0,8.4741,12.2798,1.9095,0.0000,86.4499,0.0000,47.325,806.996,4145.671,-6.,2,4,10,43.89
7778.0,8.2786,12.2729,1.9098,0.0000,86.3899,0.0000,47.337,806.823,4145.852,6.,2,4,10,43.89
7780.0,8.0510,12.2660,1.9100,0.0000,86.3299,0.0000,47.318,806.651,4146.012,-13.,2,4,10,43.90
7782.0,7.8552,12.2591,1.9103,0.0000,86.2700,0.0000,47.332,806.478,4146.204,1.,3,4,10,43.90
7784.0,7.6398,12.2522,1.9106,0.0000,86.2100,0.0000,47.328,806.306,4146.362,-3.,2,4,10,43.91
7786.0,7.4371,12.2453,1.9109,0.0000,86.1503,0.0000,47.335,806.133,4146.539,4.,2,4,10,43.92
7788.0,7.2149,12.2385,1.9112,0.0000,86.0905,0.0000,47.325,805.961,4146.704,-6.,2,4,10,43.92
7790.0,7.0154,12.2316,1.9115,0.0000,86.0307,0.0000,47.339,805.789,4146.886,8.,2,4,10,43.92
7792.0,6.7855,12.2247,1.9117,0.0000,85.9710,0.0000,47.317,805.617,4147.044,-14.,2,4,10,43.93
7794.0,6.5865,12.2178,1.9121,0.0000,85.9113,0.0000,47.332,805.445,4147.238,1.,3,4,10,43.94
7796.0,6.3706,12.2109,1.9123,0.0000,85.8516,0.0000,47.326,805.274,4147.395,-4.,2,4,10,43.94
7798.0,6.1671,12.2041,1.9126,0.0000,85.7920,0.0000,47.336,805.102,4147.571,6.,2,4,10,43.94
7800.0,5.9457,12.1972,1.9129,0.0000,85.7325,0.0000,47.323,804.931,4147.733,-8.,2,4,10,43.96
7802.0,5.7496,12.1904,1.9132,0.0000,85.6730,0.0000,47.343,804.759,4147.918,12.,2,4,10,43.96
7804.0,5.5318,12.1835,1.9134,0.0000,85.6135,0.0000,47.330,804.588,4148.069,-1.,3,4,10,43.97
7806.0,5.3260,12.1767,1.9138,0.0000,85.5542,0.0000,47.334,804.417,4148.253,3.,2,4,10,43.98
7808.0,5.1137,12.1698,1.9140,0.0000,85.4947,0.0000,47.325,804.246,4148.420,-6.,2,4,10,43.98
7810.0,4.9162,12.1630,1.9143,0.0000,85.4353,0.0000,47.337,804.075,4148.600,6.,2,4,10,43.99
7812.0,4.7028,12.1562,1.9146,0.0000,85.3760,0.0000,47.321,803.904,4148.759,-10.,2,4,10,43.99
7814.0,4.5177,12.1494,1.9149,0.0000,85.3167,0.0000,47.350,803.734,4148.946,19.,2,4,10,44.00
7816.0,4.3067,12.1425,1.9151,0.0000,85.2576,0.0000,47.329,803.563,4149.087,-1.,3,4,10,44.01
7818.0,4.1129,12.1357,1.9155,0.0000,85.1985,0.0000,47.336,803.393,4149.278,5.,2,4,10,44.01
7820.0,3.9096,12.1289,1.9157,0.0000,85.1392,0.0000,47.320,803.223,4149.441,-11.,2,4,10,44.03
7822.0,3.7312,12.1221,1.9160,0.0000,85.0801,0.0000,47.347,803.052,4149.628,16.,2,4,10,44.04
7824.0,3.5336,12.1153,1.9163,0.0000,85.0211,0.0000,47.330,802.882,4149.771,-1.,3,4,10,44.06
7826.0,3.3507,12.1085,1.9166,0.0000,84.9621,0.0000,47.336,802.712,4149.958,6.,2,4,10,44.07
7828.0,3.1597,12.1017,1.9169,0.0000,84.9031,0.0000,47.317,802.543,4150.121,-14.,2,4,10,44.09
7830.0,2.9935,12.0949,1.9172,0.0000,84.8440,0.0000,47.350,802.373,4150.310,19.,2,4,10,44.10
7832.0,2.8093,12.0881,1.9174,0.0000,84.7852,0.0000,47.330,802.203,4150.447,-1.,3,4,10,44.12
7834.0,2.6412,12.0814,1.9177,0.0000,84.7265,0.0000,47.339,802.034,4150.636,8.,2,4,10,44.13
7836.0,2.4639,12.0746,1.9180,0.0000,84.6676,0.0000,47.311,801.865,4150.796,-20.,2,4,10,44.14
7838.0,2.3075,12.0678,1.9183,0.0000,84.6087,0.0000,47.331,801.695,4150.993,-0.,3,4,10,44.16
7840.0,2.1451,12.0611,1.9186,0.0000,84.5499,0.0000,47.319,801.526,4151.143,-12.,2,4,10,44.17
7842.0,1.9944,12.0543,1.9189,0.0000,84.4912,0.0000,47.331,801.357,4151.323,-0.,3,4,10,44.19
7844.0,1.8422,12.0475,1.9191,0.0000,84.4326,0.1408,47.321,801.188,4151.481,-10.,2,4,10,44.20
